"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"401","3.0514568561955530E-1","4.3392128203213798E-24","9.4381815132202318E-1","-7.5307400345353260E-13","6.8677213284629057E-1","6.6353051308884233E-13","1.6264998272359099E+0","3.0887314764402851E+0","1.3691277345145716E+1","2.6889521032500301E+2","1.215058560962404E-2"
"402","3.0691680521055065E-1","-5.1993773631459862E-24","9.4322321297882350E-1","-1.1044542496034029E-12","6.8500415334203735E-1","9.8134497572157875E-13","1.6300319803359400E+0","3.0885278423782769E+0","1.3690374705845038E+1","2.6836174061940801E+2","1.215058560962404E-2"
"403","3.0868720014873796E-1","6.0979030445515550E-24","9.4262479553274803E-1","-1.1068048718365751E-12","6.8323692515791146E-1","9.8616355029399802E-13","1.6335628201897801E+0","3.0883231305474066E+0","1.3689467289168107E+1","2.6782588415536901E+2","1.215058560962404E-2"
"404","3.1045686568975606E-1","1.3385137950704832E-24","9.4202289803069095E-1","-9.1461798443243689E-13","6.8147045309957233E-1","8.1300854674571997E-13","1.6370923381332501E+0","3.0881173338425039E+0","1.3688555063620168E+1","2.6728765127363403E+2","1.215058560962404E-2"
"405","3.1222579708131859E-1","-2.4440058328094881E-24","9.4141751951449693E-1","-1.0822323739276250E-12","6.7970474198150665E-1","9.6734552877239652E-13","1.6406205254906701E+0","3.0879104450971715E+0","1.3687637997435054E+1","2.6674705236825201E+2","1.215058560962404E-2"
"406","3.1399398956321162E-1","-1.3798664435418552E-25","9.4080865902094390E-1","-9.8028300218608655E-13","6.7793979662746162E-1","8.7599168347497948E-13","1.6441473735743699E+0","3.0877024570831897E+0","1.3686716058572577E+1","2.6620409788658901E+2","1.215058560962404E-2"
"407","3.1576143836716181E-1","-1.4443080606992028E-23","9.4019631558176320E-1","-1.1083278747130535E-12","6.7617562186996705E-1","9.9588426022091348E-13","1.6476728736852899E+0","3.0874933625098633E+0","1.3685789214715605E+1","2.6565879832900600E+2","1.215058560962404E-2"
"408","3.1752813871684149E-1","6.2060854870339569E-24","9.3958048822362894E-1","-1.2614262705852649E-12","6.7441222255081579E-1","1.1395963099723119E-12","1.6511970171123700E+0","3.0872831540233885E+0","1.3684857433267270E+1","2.6511116424943100E+2","1.215058560962404E-2"
"409","3.1929408582780255E-1","5.7817741758454265E-24","9.3896117596815498E-1","-1.0055187129837345E-12","6.7264960352101955E-1","9.0455086647136027E-13","1.6547197951326700E+0","3.0870718242062383E+0","1.3683920681348248E+1","2.6456120625460301E+2","1.215058560962404E-2"
"410","3.2105927490737890E-1","4.7306511611763314E-24","9.3833837783191287E-1","-1.0223566220268673E-12","6.7088776964055397E-1","9.2389472881230552E-13","1.6582411990116399E+0","3.0868593655765268E+0","1.3682978925793925E+1","2.6400893500389498E+2","1.215058560962404E-2"
"411","3.2282370115469022E-1","-1.2192655064335890E-23","9.3771209282641466E-1","-1.1343020406669164E-12","6.6912672577888466E-1","1.0291812316762234E-12","1.6617612200025300E+0","3.0866457705873374E+0","1.3682032133151431E+1","2.6345436121000898E+2","1.215058560962404E-2"
"412","3.2458735976056807E-1","-1.9394628793367272E-24","9.3708231995811753E-1","-1.2532299165114635E-12","6.6736647681480366E-1","1.1412474952903026E-12","1.6652798493465999E+0","3.0864310316260375E+0","1.3681080269676606E+1","2.6289749563793202E+2","1.215058560962404E-2"
"413","3.2635024590749956E-1","-1.4376047969128134E-23","9.3644905822842128E-1","-1.1334411408341097E-12","6.6560702763655055E-1","1.0326811789723417E-12","1.6687970782729600E+0","3.0862151410136769E+0","1.3680123301331321E+1","2.6233834910504498E+2","1.215058560962404E-2"
"414","3.2811235476956407E-1","1.3860396658408293E-24","9.3581230663367798E-1","-8.4784179197440913E-13","6.6384838314175865E-1","7.6663545859865137E-13","1.6723128979986901E+0","3.0859980910042575E+0","1.3679161193780246E+1","2.6177693248145101E+2","1.215058560962404E-2"
"415","3.2987368151236540E-1","9.2378238766443415E-24","9.3517206416518883E-1","-1.1871202851637399E-12","6.6209054823742886E-1","1.0874451672516027E-12","1.6758272997288499E+0","3.0857798737840674E+0","1.3678193912387902E+1","2.6121325668892803E+2","1.215058560962404E-2"
"416","3.3163422129306008E-1","8.3958900839986692E-24","9.3452832980918499E-1","-9.6274505161551694E-13","6.6033352784062194E-1","8.7966922047347380E-13","1.6793402746556900E+0","3.0855604814709992E+0","1.3677221422215634E+1","2.6064733270224900E+2","1.215058560962404E-2"
"417","3.3339396926016923E-1","2.5288097780690340E-24","9.3388110254686274E-1","-1.3251536870614369E-12","6.5857732687751191E-1","1.2240404336796625E-12","1.6828518139597799E+0","3.0853399061138171E+0","1.3676243688018369E+1","2.6007917154696298E+2","1.215058560962404E-2"
"418","3.3515292055366525E-1","-6.4306606772305246E-24","9.3323038135434200E-1","-1.2467474505557285E-12","6.5682195028449841E-1","1.1519757317450113E-12","1.6863619088087101E+0","3.0851181396914971E+0","1.3675260674241683E+1","2.5950878430153000E+2","1.215058560962404E-2"
"419","3.3691107030480444E-1","8.3105255718368590E-24","9.3257616520269970E-1","-1.1979080971897916E-12","6.5506740300741839E-1","1.1081939429661626E-12","1.6898705503580500E+0","3.0848951741124586E+0","1.3674272345018402E+1","2.5893618209557297E+2","1.215058560962404E-2"
"420","3.3866841363613082E-1","9.6194168372037387E-24","9.3191845305795240E-1","-1.0493094775091916E-12","6.5331369000209361E-1","9.6988009259266805E-13","1.6933777297507000E+0","3.0846710012138701E+0","1.3673278664165517E+1","2.5836137611055102E+2","1.215058560962404E-2"
"421","3.4042494566139636E-1","7.5153532869288387E-25","9.3125724388106379E-1","-1.1170686264929631E-12","6.5156081623415252E-1","1.0365223696331052E-12","1.6968834381171201E+0","3.0844456127609234E+0","1.3672279595180978E+1","2.5778437757956402E+2","1.215058560962404E-2"
"422","3.4218066148553938E-1","3.5734446730932315E-24","9.3059253662792873E-1","-1.0297776392540475E-12","6.4980878667936126E-1","9.5743619401236007E-13","1.7003876665749900E+0","3.0842190004460428E+0","1.3671275101240171E+1","2.5720519778610901E+2","1.215058560962404E-2"
"423","3.4393555620457988E-1","-1.0687817718418549E-23","9.2992433024939691E-1","-1.2243057917107313E-12","6.4805760632332998E-1","1.1444155181953115E-12","1.7038904062295099E+0","3.0839911558881745E+0","1.3670265145192795E+1","2.5662384806584902E+2","1.215058560962404E-2"
"424","3.4568962490562744E-1","-1.2194587117967129E-24","9.2925262369123829E-1","-1.0907042154506809E-12","6.4630728016202055E-1","1.0194695486589450E-12","1.7073916481729099E+0","3.0837620706320239E+0","1.3669249689559448E+1","2.5604033980498701E+2","1.215058560962404E-2"
"425","3.4744286266675112E-1","7.1069781116892742E-24","9.2857741589417819E-1","-1.2030013055307715E-12","6.4455781320127503E-1","1.1306003130259461E-12","1.7108913834849200E+0","3.0835317361472376E+0","1.3668228696528033E+1","2.5545468444065099E+2","1.215058560962404E-2"
"426","3.4919526455700467E-1","-9.4828018663967413E-24","9.2789870579386624E-1","-8.6073910375950510E-13","6.4280921045747597E-1","8.0207760619017095E-13","1.7143896032321000E+0","3.0833001438277008E+0","1.3667202127950619E+1","2.5486689346073601E+2","1.215058560962404E-2"
"427","3.5094682563628898E-1","2.5945860142521812E-24","9.2721649232089987E-1","-7.2317647149558303E-13","6.4106147695696747E-1","6.7291121929578179E-13","1.7178862984685099E+0","3.0830672849906628E+0","1.3666169945339579E+1","2.5427697840405000E+2","1.215058560962404E-2"
"428","3.5269754095536165E-1","1.1169923279745963E-23","9.2653077440080289E-1","-6.2623680192089749E-13","6.3931461773665854E-1","5.7972701201678242E-13","1.7213814602349999E+0","3.0828331508760014E+0","1.3665132109864324E+1","2.5368495085946799E+2","1.215058560962404E-2"
"429","3.5444740555575105E-1","-1.6762615835140274E-23","9.2584155095403242E-1","-6.4446734941809426E-13","6.3756863784381923E-1","5.9939244591216109E-13","1.7248750795595100E+0","3.0825977326453611E+0","1.3664088582347480E+1","2.5309082246601000E+2","1.215058560962404E-2"
"430","3.5619641446971084E-1","8.2715688540907644E-24","9.2514882089597394E-1","-8.2650559307073483E-13","6.3582354233622052E-1","7.7784350102118157E-13","1.7283671474569000E+0","3.0823610213814052E+0","1.3663039323261589E+1","2.5249460491341901E+2","1.215058560962404E-2"
"431","3.5794456272016473E-1","-6.7257059852947850E-24","9.2445258313694589E-1","-9.3549639593612642E-13","6.3407933628225299E-1","8.8424724350930621E-13","1.7318576549288400E+0","3.0821230080868842E+0","1.3661984292724950E+1","2.5189630994121401E+2","1.215058560962404E-2"
"432","3.5969184532062953E-1","-1.0599825371634630E-23","9.2375283658219209E-1","-1.4324565728867306E-12","6.3233602476076467E-1","1.3712578669472537E-12","1.7353465929640299E+0","3.0818836836839116E+0","1.3660923450498441E+1","2.5129594933849501E+2","1.215058560962404E-2"
"433","3.6143825727522977E-1","-7.3855068614101815E-24","9.2304958013186333E-1","-1.0893071967432024E-12","6.3059361286168369E-1","1.0392571980384871E-12","1.7388339525375200E+0","3.0816430390129810E+0","1.3659856755981137E+1","2.5069353494459301E+2","1.215058560962404E-2"
"434","3.6318379357849911E-1","-6.9701602556851134E-24","9.2234281268106666E-1","-1.5008248713320758E-12","6.2885210568503824E-1","1.4449560443387243E-12","1.7423197246118201E+0","3.0814010648322392E+0","1.3658784168207104E+1","2.5008907864798701E+2","1.215058560962404E-2"
"435","3.6492844921551609E-1","3.8336244629928422E-24","9.2163253311978977E-1","-9.4740987841953297E-13","6.2711150834244356E-1","9.0520344157554290E-13","1.7458039001352299E+0","3.0811577518165238E+0","1.3657705645841125E+1","2.4948259238688499E+2","1.215058560962404E-2"
"436","3.6667221916163961E-1","-6.6616071974764561E-24","9.2091874033297694E-1","-1.1490562583047409E-12","6.2537182595560459E-1","1.1053662965996181E-12","1.7492864700436199E+0","3.0809130905565061E+0","1.3656621147174901E+1","2.4887408814854800E+2","1.215058560962404E-2"
"437","3.6841509838264391E-1","-9.8583629950631715E-24","9.2020143320045267E-1","-1.1672170207944745E-12","6.2363306365779780E-1","1.1265625703215909E-12","1.7527674252587100E+0","3.0806670715578170E+0","1.3655530630123190E+1","2.4826357796931200E+2","1.215058560962404E-2"
"438","3.7015708183453921E-1","6.3296217924448540E-24","9.1948061059696717E-1","-1.1926702493292980E-12","6.2189522659305652E-1","1.1530218064647553E-12","1.7562467566890501E+0","3.0804196852400940E+0","1.3654434052219548E+1","2.4765107393453999E+2","1.215058560962404E-2"
"439","3.7189816446355517E-1","-1.2113940014400296E-24","9.1875627139217941E-1","-1.3331765469025828E-12","6.2015831991652037E-1","1.2968616673418897E-12","1.7597244552296400E+0","3.0801709219361193E+0","1.3653331370612555E+1","2.4703658817860401E+2","1.215058560962404E-2"
"440","3.7363834120610895E-1","4.6876469485256301E-24","9.1802841445063965E-1","-9.3178960174921435E-13","6.1842234879466562E-1","8.9972702560305076E-13","1.7632005117617100E+0","3.0799207718908619E+0","1.3652222542061532E+1","2.4642013288423499E+2","1.215058560962404E-2"
"441","3.7537760698868206E-1","-7.4331817459604269E-24","9.1729703863181655E-1","-6.2170480634787410E-13","6.1668731840489421E-1","5.9329148515282578E-13","1.7666749171531999E+0","3.0796692252605302E+0","1.3651107522932358E+1","2.4580172028284699E+2","1.215058560962404E-2"
"442","3.7711595672781145E-1","1.5690919285909223E-23","9.1656214279007264E-1","-6.5260606390338626E-13","6.1495323393598600E-1","6.2492832825723529E-13","1.7701476622582899E+0","3.0794162721116636E+0","1.3649986269193445E+1","2.4518136265400400E+2","1.215058560962404E-2"
